Time,Symbol,Bid,Ask,Price,Quantity,Status,Currency,buy_sell,TotalPrice,Spread,Liquidity
10:49:06.379,APPL,137.14,245.25,50.35,15,On_hold,GBP,s,755.25,108.11,0.1387476
10:49:35.930,TSLA,216.3,226.2,39.33,9,Expired,JPY,b,353.97,9.9,0.9090909
10:50:16.100,META,60.1,128.62,262.24,3,In_Progress,INR,s,786.72,68.52,0.04378284
10:50:51.535,NFLX,101.22,82.63,134.19,2,Dealer_Timeout,JPY,s,268.38,18.59,0.1075847
10:51:34.677,MSFT,278.03,89.41,232.34,15,Expired,USD,b,3485.1,188.62,0.07952497
10:51:58.323,META,20.78,48,65.8,13,Partially_Done,INR,b,855.4,27.22,0.47759
10:52:00.256,BABA,236.08,57.41,190.31,15,On_hold,INR,s,2854.65,178.67,0.08395366
10:52:10.941,MSFT,250.28,42.47,276.62,15,Customer_Timeout,JPY,s,4149.3,207.81,0.07218132
10:52:11.398,APPL,285.99,97.24,80.8,9,In_Progress,JPY,b,727.2,188.75,0.04768212
10:52:22.911,META,22.87,57.2,192.77,1,Customer_Timeout,USD,b,192.77,34.33,0.02912904
10:53:41.781,BABA,243.23,43.07,25.54,12,Dealer_Timeout,EUR,s,306.48,200.16,0.05995204
10:53:45.609,META,175.44,190.12,57.3,1,Partially_Done,INR,b,57.3,14.68,0.06811989
10:54:10.283,NFLX,226.62,160.38,56.86,5,In_Progress,JPY,b,284.3,66.24,0.07548309
10:54:21.676,TSLA,116.12,229.72,144.67,3,Done,JPY,s,434.01,113.6,0.02640845
10:54:45.633,V,76.49,78.75,42.16,7,Dealer_Timeout,USD,b,295.12,2.26,3.097345
10:55:18.594,GOOGL,267.09,146.58,146.38,3,Accepted,GBP,b,439.14,120.51,0.0248942
10:56:35.331,APPL,138.45,183.35,121.61,4,Accepted,EUR,b,486.44,44.9,0.08908686
10:56:47.476,TSLA,271.79,117.38,129.97,4,Cancelled,USD,s,519.88,154.41,0.02590506
10:56:50.570,GOOGL,97.19,178.78,115.12,3,Customer_Rejected,EUR,b,345.36,81.59,0.03676921
10:57:57.587,META,61.78,292.15,211.37,12,Customer_Timeout,USD,s,2536.44,230.37,0.05209012
10:58:08.787,GOOGL,151.29,287,185.67,13,Partially_Done,GBP,b,2413.71,135.71,0.0957925
10:58:09.548,BABA,155.93,82.7,264.28,3,Customer_Timeout,GBP,s,792.84,73.23,0.04096682
10:58:12.458,GOOGL,242.69,219.56,146.59,7,On_hold,JPY,s,1026.13,23.13,0.3026373
10:58:42.878,V,162.34,250.83,184.13,15,Partially_Done,JPY,b,2761.95,88.49,0.1695107
10:58:58.622,BABA,246.08,284.11,253.1,14,Pending_Approval,EUR,b,3543.4,38.03,0.3681304
10:59:08.150,TSLA,56.94,219.93,65.23,5,Partially_Done,JPY,s,326.15,162.99,0.03067673
10:59:29.898,APPL,87.69,166.87,197.54,2,Dealer_Timeout,INR,b,395.08,79.18,0.0252589
10:59:34.553,V,299.93,97.69,177.27,6,Pending_Approval,USD,b,1063.62,202.24,0.02966772
10:59:44.550,APPL,90.46,120,126.86,11,Cancelled,USD,b,1395.46,29.54,0.3723764
10:59:54.729,GOOGL,280.24,41.52,244.79,10,Cancelled,INR,s,2447.9,238.72,0.04189008
10:59:56.936,BABA,137.19,25.45,208.94,1,Dealer_Timeout,INR,s,208.94,111.74,0.008949347
11:00:18.217,BABA,101.12,49.09,180.16,13,Cancelled,USD,s,2342.08,52.03,0.2498559
11:00:37.922,BABA,247.13,160.48,129.59,5,Done,USD,s,647.95,86.65,0.0577034
11:02:29.645,NFLX,216.4,245.06,62.02,10,Cancelled,INR,b,620.2,28.66,0.3489184
11:02:32.676,MSFT,49.04,98.88,131.23,1,Pending_Approval,INR,s,131.23,49.84,0.02006421
11:02:51.333,BABA,20.61,131.69,276.8,13,Done,INR,s,3598.4,111.08,0.1170328
11:02:52.218,GOOGL,46.9,30.92,124.24,4,Dealer_Rejected,GBP,b,496.96,15.98,0.2503129
11:03:03.766,META,37.72,85.02,280.21,11,Pending_Approval,JPY,s,3082.31,47.3,0.2325581
11:03:26.375,APPL,68.78,192.8,141.63,4,Partially_Done,INR,b,566.52,124.02,0.03225286
11:03:34.766,TSLA,111.79,120.5,279.99,9,Pending_Approval,INR,b,2519.91,8.71,1.033295
11:03:39.333,GOOGL,210.64,75.22,129.12,5,Dealer_Timeout,JPY,b,645.6,135.42,0.03692217
11:04:10.635,TSLA,201.25,110,293.4,1,Cancelled,JPY,s,293.4,91.25,0.0109589
11:05:21.290,GOOGL,254.36,160.29,28.49,3,In_Progress,INR,b,85.47,94.07,0.03189114
11:06:32.513,BABA,210.33,299.71,87.8,7,On_hold,EUR,s,614.6,89.38,0.0783173
11:06:49.020,V,173.63,122.21,224.49,12,In_Progress,EUR,b,2693.88,51.42,0.2333722
11:06:52.714,GOOGL,188.42,198.77,88.59,4,Cancelled,GBP,s,354.36,10.35,0.3864734
11:06:55.498,META,50.93,222.56,222.66,10,Customer_Rejected,GBP,b,2226.6,171.63,0.05826487
11:07:03.962,BABA,63.99,186.57,201.11,8,Done,GBP,s,1608.88,122.58,0.0652635
11:07:22.331,NFLX,127.11,89.79,133.66,12,Accepted,JPY,b,1603.92,37.32,0.3215434
11:07:58.047,NFLX,50.8,274.61,103.01,3,Cancelled,JPY,b,309.03,223.81,0.01340423
11:08:10.321,NFLX,20.59,101.95,80.45,10,On_hold,JPY,s,804.5,81.36,0.1229105
11:08:15.027,NFLX,54.88,223.27,177.94,11,Pending_Approval,EUR,s,1957.34,168.39,0.06532454
11:08:29.598,BABA,47.49,73.22,141.6,6,Pending_Approval,GBP,b,849.6,25.73,0.2331908
11:08:42.097,NFLX,224.73,254.76,203.81,2,Partially_Done,JPY,b,407.62,30.03,0.06660007
11:08:56.122,NFLX,159.88,213.22,143.04,9,Customer_Timeout,EUR,b,1287.36,53.34,0.1687289
11:09:02.487,MSFT,180.91,112.46,88.03,3,Pending_Approval,USD,s,264.09,68.45,0.04382761
11:09:05.618,GOOGL,218.63,26.26,80,12,Customer_Rejected,INR,b,960,192.37,0.06237979
11:09:17.087,NFLX,298.42,100.22,125.42,6,Accepted,USD,b,752.52,198.2,0.03027245
11:09:35.952,MSFT,56.51,240.82,285.3,5,Customer_Timeout,EUR,s,1426.5,184.31,0.02712821
11:10:03.027,GOOGL,203.48,251.67,42.46,7,Partially_Done,EUR,s,297.22,48.19,0.1452584
11:10:29.452,META,278.67,203.66,266.49,8,In_Progress,EUR,s,2131.92,75.01,0.1066524
11:11:27.030,NFLX,185.61,117.88,227.61,15,Pending_Approval,USD,b,3414.15,67.73,0.2214676
11:11:57.413,META,176.78,58.94,265.59,6,Dealer_Timeout,GBP,s,1593.54,117.84,0.0509165
11:12:52.989,V,221.73,146.49,43.45,2,Cancelled,GBP,s,86.9,75.24,0.02658161
11:12:53.942,TSLA,195.35,76.49,68.19,4,Partially_Done,GBP,s,272.76,118.86,0.03365304
11:13:53.922,TSLA,250.6,105.34,185.95,5,Pending_Approval,JPY,b,929.75,145.26,0.03442104
11:15:27.990,BABA,231.51,276.72,291.72,1,Cancelled,JPY,s,291.72,45.21,0.022119
11:15:50.971,TSLA,76.43,218.5,215.1,4,Customer_Rejected,JPY,b,860.4,142.07,0.02815513
11:15:54.397,V,163.51,264.19,154.6,14,Partially_Done,JPY,b,2164.4,100.68,0.1390544
11:16:02.263,MSFT,255.6,159.03,166.71,5,On_hold,USD,s,833.55,96.57,0.05177591
11:16:12.699,MSFT,299.79,143.75,50.91,7,Dealer_Timeout,GBP,s,356.37,156.04,0.04486029
11:16:13.658,APPL,167.1,153.97,213.43,9,Accepted,USD,b,1920.87,13.13,0.6854532
11:16:21.537,APPL,28.8,147.81,260.84,5,Partially_Done,GBP,s,1304.2,119.01,0.04201328
11:16:32.603,V,37.99,80.94,123.93,10,In_Progress,GBP,s,1239.3,42.95,0.2328289
11:16:41.131,GOOGL,29.35,121.16,124.78,8,Accepted,INR,b,998.24,91.81,0.08713648
11:17:17.434,BABA,52.99,279.1,25.62,6,Done,EUR,b,153.72,226.11,0.02653576
11:17:17.952,TSLA,295.92,178.07,89.26,5,Accepted,GBP,b,446.3,117.85,0.04242681
11:18:01.811,META,297.28,191.72,275.85,9,Cancelled,INR,b,2482.65,105.56,0.08525957
11:18:16.541,GOOGL,21.42,41.95,252.32,4,Dealer_Timeout,INR,b,1009.28,20.53,0.1948368
11:18:19.927,V,282.04,243.72,195.73,13,In_Progress,JPY,s,2544.49,38.32,0.3392484
11:18:46.211,TSLA,195.05,33.27,99.64,8,Cancelled,GBP,b,797.12,161.78,0.04944987
11:18:58.350,NFLX,32.53,177.55,66.83,6,Cancelled,GBP,b,400.98,145.02,0.0413736
11:19:20.511,TSLA,76.32,142.98,204.99,11,Customer_Rejected,EUR,s,2254.89,66.66,0.1650165
11:19:20.933,META,64.85,62.9,104.29,13,Pending_Approval,GBP,s,1355.77,1.95,6.666667
11:19:25.668,V,160.75,136.79,100.99,4,Partially_Done,EUR,s,403.96,23.96,0.1669449
11:19:57.941,V,21.97,170.01,142.55,3,Expired,EUR,s,427.65,148.04,0.02026479
11:20:00.189,APPL,218.37,76.92,67.31,11,Customer_Timeout,USD,b,740.41,141.45,0.077766
11:20:07.786,BABA,236.85,203.96,221.26,1,Cancelled,GBP,b,221.26,32.89,0.03040438
11:20:08.061,TSLA,144.64,260.25,283.88,13,Customer_Rejected,EUR,b,3690.44,115.61,0.112447
11:20:45.843,META,40,235.99,124.75,13,Pending_Approval,JPY,s,1621.75,195.99,0.06632991
11:20:49.237,BABA,58.1,71.98,140.86,9,Dealer_Rejected,JPY,b,1267.74,13.88,0.648415
11:20:57.542,V,115.89,139.79,277.36,8,Dealer_Rejected,USD,s,2218.88,23.9,0.334728
11:21:01.603,V,71.9,113.68,195.38,4,Partially_Done,INR,b,781.52,41.78,0.09573959
11:21:22.694,MSFT,254.53,200.9,39.06,12,Accepted,JPY,b,468.72,53.63,0.2237554
11:21:27.277,V,127.74,71.6,192.53,5,In_Progress,EUR,b,962.65,56.14,0.08906306
11:21:27.419,NFLX,93.21,108.71,247.21,3,Cancelled,USD,s,741.63,15.5,0.1935484
11:21:39.013,TSLA,139.27,290.02,88.21,4,In_Progress,USD,s,352.84,150.75,0.026534
11:22:23.410,V,207.4,89.6,244.3,14,Customer_Timeout,JPY,b,3420.2,117.8,0.1188455
11:23:20.502,GOOGL,30.92,150.94,299.05,7,Done,USD,s,2093.35,120.02,0.05832361
11:24:03.789,MSFT,270.66,278.02,139.98,11,Customer_Timeout,JPY,b,1539.78,7.36,1.494565
11:24:06.236,V,214.44,293.54,36.06,4,On_hold,EUR,b,144.24,79.1,0.0505689
11:24:09.931,GOOGL,275.98,193.25,125.93,7,Pending_Approval,GBP,s,881.51,82.73,0.0846126
11:24:22.704,TSLA,244.14,268.68,188.18,4,Accepted,JPY,b,752.72,24.54,0.1629992
11:25:05.689,MSFT,56.92,152.15,160.34,15,Partially_Done,GBP,b,2405.1,95.23,0.1575134
11:25:20.827,META,91.56,167.56,199.7,6,Partially_Done,USD,b,1198.2,76,0.07894737
11:25:28.981,META,126.7,242.45,254.01,1,Expired,INR,b,254.01,115.75,0.008639309
11:26:21.542,BABA,113.02,65.16,39.15,9,Done,USD,b,352.35,47.86,0.1880485
11:26:46.840,GOOGL,55.27,113.94,56.67,9,Dealer_Timeout,GBP,b,510.03,58.67,0.1534004
11:26:48.011,META,163.19,66.07,80.52,15,Dealer_Timeout,INR,b,1207.8,97.12,0.1544481
11:26:55.831,TSLA,163.21,255.23,238.78,6,Customer_Rejected,JPY,b,1432.68,92.02,0.06520322
11:27:08.086,MSFT,62.47,40.07,122.97,15,On_hold,GBP,s,1844.55,22.4,0.6696429
11:28:04.873,META,136.94,201.28,184.19,11,On_hold,JPY,s,2026.09,64.34,0.1709667
11:28:10.847,V,264.12,201.89,252.36,3,On_hold,USD,b,757.08,62.23,0.04820826
11:28:12.937,GOOGL,88.29,50.91,198.13,8,On_hold,JPY,b,1585.04,37.38,0.2140182
11:28:14.059,BABA,212.23,254.68,206.22,8,In_Progress,USD,b,1649.76,42.45,0.188457
11:28:28.690,NFLX,209.87,115.35,199.31,7,Customer_Rejected,USD,s,1395.17,94.52,0.0740584
11:28:42.032,V,233.96,164.43,178.45,5,Partially_Done,JPY,b,892.25,69.53,0.07191141
11:28:45.275,MSFT,174.21,60.56,164.57,2,Pending_Approval,USD,b,329.14,113.65,0.01759789
11:28:48.487,MSFT,86.41,168.93,187.29,8,Dealer_Rejected,GBP,b,1498.32,82.52,0.09694619
11:28:55.550,APPL,296.47,22.79,284.19,6,Expired,INR,b,1705.14,273.68,0.02192341
11:29:14.041,V,59.68,82.04,210.76,11,Pending_Approval,USD,s,2318.36,22.36,0.4919499
11:29:18.414,APPL,279.71,24.33,120.63,6,Dealer_Timeout,USD,s,723.78,255.38,0.0234944
11:29:19.599,GOOGL,35.85,276.08,286.71,2,Expired,JPY,b,573.42,240.23,0.008325355
11:29:59.964,GOOGL,299.41,267.99,267.59,9,Dealer_Rejected,GBP,s,2408.31,31.42,0.2864418
11:30:14.595,MSFT,153.87,159.41,121.2,12,Customer_Rejected,GBP,s,1454.4,5.54,2.166065
11:30:40.000,NFLX,76.12,63.35,130.09,14,Dealer_Timeout,JPY,s,1821.26,12.77,1.096319
11:30:41.002,TSLA,197.11,246.63,276.56,9,Customer_Timeout,EUR,b,2489.04,49.52,0.1817447
11:30:41.653,APPL,212.96,93.53,76.29,13,Dealer_Rejected,EUR,b,991.77,119.43,0.1088504
11:30:59.287,APPL,81.17,249.47,185.14,9,Accepted,USD,b,1666.26,168.3,0.05347594
11:31:37.619,V,29.21,71.99,265.8,6,In_Progress,USD,b,1594.8,42.78,0.1402525
11:32:53.231,GOOGL,137.56,188.87,36.27,13,In_Progress,JPY,s,471.51,51.31,0.2533619
11:33:27.401,V,271.99,104.57,171.69,11,Pending_Approval,JPY,b,1888.59,167.42,0.06570302
11:33:41.659,GOOGL,25.26,142.93,294.41,6,Dealer_Timeout,USD,b,1766.46,117.67,0.05099006
11:33:50.279,BABA,114.29,267.48,155.4,6,Cancelled,USD,b,932.4,153.19,0.03916705
11:34:02.023,GOOGL,24.25,150.71,137.61,15,Dealer_Rejected,JPY,b,2064.15,126.46,0.1186146
11:34:23.235,BABA,159.32,280.29,202.12,11,Accepted,EUR,b,2223.32,120.97,0.09093164
11:34:27.650,MSFT,77.7,218.02,294.37,15,Pending_Approval,USD,s,4415.55,140.32,0.1068985
11:35:12.425,V,93.86,32.89,178.51,8,Dealer_Rejected,INR,b,1428.08,60.97,0.1312121
11:35:20.941,BABA,219.6,213.14,173.01,4,Accepted,USD,s,692.04,6.46,0.619195
11:35:40.120,TSLA,91.17,206.83,274.84,7,Expired,USD,b,1923.88,115.66,0.06052222
11:36:12.572,BABA,282.05,209.73,222.46,13,Expired,INR,s,2891.98,72.32,0.1797566
11:36:31.179,MSFT,80.96,274.36,52.28,13,Accepted,JPY,b,679.64,193.4,0.0672182
11:36:36.661,BABA,26.43,209.21,164.97,13,Cancelled,EUR,s,2144.61,182.78,0.07112376
11:37:26.532,NFLX,70.64,42.25,20.5,6,Done,EUR,b,123,28.39,0.211342
11:37:53.135,NFLX,142.98,93.4,70.76,14,Done,GBP,b,990.64,49.58,0.2823719
11:38:16.493,META,173.41,273.73,145.36,7,Done,JPY,s,1017.52,100.32,0.06977671
11:38:19.075,NFLX,112.7,44.77,266.22,5,Dealer_Rejected,EUR,s,1331.1,67.93,0.07360518
11:38:53.831,BABA,113.84,56.05,125.38,6,Done,EUR,s,752.28,57.79,0.1038242
11:39:28.730,TSLA,79.95,212.94,219.51,1,Done,GBP,b,219.51,132.99,0.007519362
11:39:40.646,V,235.45,212.85,153.59,4,Dealer_Rejected,JPY,s,614.36,22.6,0.1769912
11:40:44.267,V,155.66,261.08,168.69,12,Partially_Done,GBP,s,2024.28,105.42,0.1138304
11:40:45.985,TSLA,96.25,145.52,278.25,2,On_hold,JPY,s,556.5,49.27,0.04059265
11:40:54.221,BABA,125.74,127.86,184.79,3,On_hold,INR,s,554.37,2.12,1.415094
11:42:18.600,GOOGL,230.27,101.3,147.24,3,Dealer_Timeout,EUR,s,441.72,128.97,0.02326122
11:43:20.042,MSFT,251.93,222.88,32.73,10,On_hold,EUR,s,327.3,29.05,0.3442341
11:45:14.713,APPL,259.21,168.79,252.92,13,Dealer_Rejected,JPY,b,3287.96,90.42,0.1437735
11:45:35.395,MSFT,52.39,89.71,192.11,6,Done,USD,s,1152.66,37.32,0.1607717
11:46:11.038,APPL,144.77,240.35,47.33,2,Expired,USD,b,94.66,95.58,0.02092488
11:46:20.965,META,213.08,248.32,143.25,11,Expired,EUR,s,1575.75,35.24,0.3121453
11:46:39.330,V,226.03,298.89,248.02,2,Dealer_Rejected,GBP,b,496.04,72.86,0.0274499
11:47:17.036,TSLA,25.31,177.88,276.26,6,Accepted,INR,b,1657.56,152.57,0.03932621
11:48:08.380,APPL,184.43,163.23,116.82,6,Dealer_Timeout,GBP,b,700.92,21.2,0.2830189
11:50:00.758,MSFT,151.8,251.07,164.14,7,Done,GBP,b,1148.98,99.27,0.07051476
11:50:14.896,MSFT,92.7,27.5,48.74,12,Expired,USD,b,584.88,65.2,0.1840491
11:50:50.198,META,231.53,107.8,67.19,9,Pending_Approval,JPY,s,604.71,123.73,0.07273903
11:51:21.879,BABA,185.35,229.73,251.27,14,Dealer_Rejected,JPY,b,3517.78,44.38,0.3154574
11:51:22.237,BABA,286.19,90.07,212.74,12,Dealer_Rejected,EUR,b,2552.88,196.12,0.06118703
11:51:42.138,APPL,237.64,24.53,195.39,4,Dealer_Timeout,GBP,s,781.56,213.11,0.01876965
11:52:58.835,GOOGL,109.74,119.19,185.87,10,Dealer_Timeout,EUR,s,1858.7,9.45,1.058201
11:53:26.049,GOOGL,278.67,220.85,217.21,2,Cancelled,INR,b,434.42,57.82,0.03459011
11:53:39.762,META,119.54,222.29,91.13,3,Accepted,INR,s,273.39,102.75,0.02919708
11:54:24.892,GOOGL,241.18,241.34,171.4,6,Pending_Approval,USD,s,1028.4,0.16,37.5
11:54:28.057,APPL,93.74,82.08,29.61,9,Accepted,EUR,s,266.49,11.66,0.7718696
11:54:41.001,BABA,187.1,255.44,214.2,15,Done,USD,b,3213,68.34,0.2194908
11:54:46.499,GOOGL,94.62,191.62,197.31,10,On_hold,GBP,b,1973.1,97,0.1030928
11:55:01.898,META,86.35,181.67,66.21,14,Customer_Timeout,USD,b,926.94,95.32,0.1468737
11:55:36.720,NFLX,61.81,59.09,276.76,10,Done,USD,b,2767.6,2.72,3.676471
11:55:41.611,BABA,114.78,111.73,238.22,3,Customer_Rejected,EUR,s,714.66,3.05,0.9836066
11:56:42.304,BABA,185.28,52.48,214.36,9,Expired,INR,s,1929.24,132.8,0.06777108
11:56:53.390,BABA,107.71,228.61,67.38,3,Dealer_Timeout,EUR,s,202.14,120.9,0.0248139
11:57:08.282,V,62.14,46.3,151.89,8,Cancelled,EUR,b,1215.12,15.84,0.5050505
11:57:44.724,GOOGL,80.55,85.37,201.94,1,Dealer_Timeout,USD,s,201.94,4.82,0.2074689
11:58:26.164,MSFT,212.17,47.1,271.43,5,Customer_Timeout,EUR,s,1357.15,165.07,0.03029018
11:59:07.762,META,222.34,255.58,251.45,11,Done,EUR,s,2765.95,33.24,0.3309266
12:00:17.124,GOOGL,61.44,158.69,195.99,6,Expired,GBP,s,1175.94,97.25,0.06169666
12:00:44.184,TSLA,106.25,171.95,96.03,4,Cancelled,USD,s,384.12,65.7,0.0608828
12:01:19.726,META,246,142.85,78.8,1,Dealer_Timeout,JPY,b,78.8,103.15,0.009694619
12:01:22.538,META,100.84,175.29,154.63,9,Dealer_Rejected,INR,s,1391.67,74.45,0.1208865
12:01:45.778,MSFT,38.18,211.44,89.79,3,Cancelled,EUR,b,269.37,173.26,0.01731502
12:02:01.014,TSLA,210.5,276.2,131.69,9,On_hold,JPY,s,1185.21,65.7,0.1369863
12:02:12.921,MSFT,186.04,286.52,175.8,6,Dealer_Timeout,GBP,s,1054.8,100.48,0.05971338
12:02:16.113,GOOGL,191.31,148.74,150.72,9,Partially_Done,JPY,s,1356.48,42.57,0.2114165
12:03:07.566,NFLX,22.83,42.48,60.11,7,Accepted,INR,b,420.77,19.65,0.3562341
12:03:20.645,V,281.69,248.15,166.63,4,Customer_Rejected,EUR,b,666.52,33.54,0.1192606
12:03:53.293,GOOGL,272.27,259.11,47.82,2,Dealer_Timeout,USD,b,95.64,13.16,0.1519757
12:04:00.455,TSLA,186.62,187.44,280.85,6,Accepted,INR,s,1685.1,0.82,7.317073
12:04:26.639,V,220.31,283.63,200.84,4,Partially_Done,INR,s,803.36,63.32,0.06317119
12:04:46.953,MSFT,83.43,68.08,113.89,7,Partially_Done,JPY,b,797.23,15.35,0.4560261
12:04:51.895,GOOGL,136.2,91.81,144.62,6,Done,USD,s,867.72,44.39,0.1351656
12:05:04.026,TSLA,46.09,296.45,190.12,3,Dealer_Rejected,INR,b,570.36,250.36,0.01198274
12:05:18.938,META,83.74,185.03,116.5,8,On_hold,EUR,b,932,101.29,0.07898114
12:05:21.135,GOOGL,105.36,206.47,26.87,7,In_Progress,GBP,b,188.09,101.11,0.06923153
12:05:48.853,V,151.34,22.24,173.99,15,Done,EUR,s,2609.85,129.1,0.116189
12:06:35.283,GOOGL,260.47,101.39,94.52,12,Expired,GBP,s,1134.24,159.08,0.07543374
12:06:45.666,META,183.07,90.24,229.12,2,Partially_Done,GBP,s,458.24,92.83,0.02154476
12:07:41.607,NFLX,68.76,272.44,240.59,7,Cancelled,JPY,b,1684.13,203.68,0.03436764
12:08:23.253,META,144.66,171.39,238.25,9,Customer_Timeout,JPY,s,2144.25,26.73,0.3367003
12:08:28.745,TSLA,218.99,106.85,253.64,9,Customer_Timeout,INR,b,2282.76,112.14,0.08025682
12:08:30.767,BABA,220.1,278.52,188.67,10,Dealer_Timeout,USD,s,1886.7,58.42,0.1711743
12:09:11.599,TSLA,150.46,29.93,226.53,7,Customer_Timeout,JPY,s,1585.71,120.53,0.05807683
12:09:23.533,GOOGL,271.47,72.73,267.94,7,Dealer_Timeout,GBP,s,1875.58,198.74,0.0352219
12:09:23.611,GOOGL,57.76,278.05,285.13,11,Accepted,INR,b,3136.43,220.29,0.04993418
12:09:38.325,BABA,223.45,35.96,127.39,15,Expired,USD,s,1910.85,187.49,0.08000427
12:10:16.871,MSFT,255.51,151.09,206.75,10,Dealer_Rejected,EUR,s,2067.5,104.42,0.09576709
12:10:22.645,V,83.6,108.62,92.12,5,Dealer_Rejected,EUR,s,460.6,25.02,0.1998401
12:11:47.192,BABA,33.74,264.83,188.47,3,Accepted,GBP,b,565.41,231.09,0.01298196
12:11:48.567,APPL,168.09,26.86,152.33,3,Dealer_Timeout,GBP,b,456.99,141.23,0.02124195
12:12:02.433,META,296.15,262.59,196.63,3,Done,INR,b,589.89,33.56,0.08939213
12:12:07.102,BABA,125.57,248.68,60.74,4,Dealer_Rejected,EUR,s,242.96,123.11,0.03249127
12:13:47.702,V,161.77,70.81,204.36,13,Cancelled,USD,s,2656.68,90.96,0.14292
12:14:16.636,GOOGL,222.95,288.78,144.54,7,Done,EUR,s,1011.78,65.83,0.1063345
12:14:36.267,META,184.17,245.2,60.31,15,In_Progress,GBP,s,904.65,61.03,0.2457808
12:14:40.526,APPL,208.31,122.63,36.81,6,Accepted,JPY,b,220.86,85.68,0.07002801
12:14:50.246,META,95.35,202.37,93.98,4,Customer_Rejected,USD,s,375.92,107.02,0.03737619
12:16:02.864,NFLX,190.36,202.9,255.83,14,Customer_Rejected,GBP,s,3581.62,12.54,1.116427
12:16:16.686,META,208.87,290.38,60.59,1,In_Progress,JPY,b,60.59,81.51,0.01226843
12:16:20.093,TSLA,162.27,215.48,294.5,14,Partially_Done,USD,s,4123,53.21,0.2631084
12:16:31.152,APPL,114.23,99.57,287.11,10,Expired,JPY,b,2871.1,14.66,0.6821282
12:17:23.416,MSFT,149.32,65.16,122.4,2,In_Progress,GBP,s,244.8,84.16,0.02376426
12:19:12.913,GOOGL,262.56,182.8,195.47,10,Customer_Timeout,JPY,b,1954.7,79.76,0.1253761
12:19:17.917,V,275.01,225.05,217.82,4,Cancelled,EUR,s,871.28,49.96,0.08006405
12:19:53.827,GOOGL,129.28,40.83,96.27,8,Done,GBP,b,770.16,88.45,0.09044658
12:20:01.704,NFLX,297.33,33.65,137.07,7,Dealer_Timeout,GBP,b,959.49,263.68,0.02654733
12:20:12.594,TSLA,177.05,288.23,281.05,4,Partially_Done,EUR,b,1124.2,111.18,0.03597769
12:20:27.870,NFLX,178.65,251.73,76.56,1,Dealer_Rejected,GBP,b,76.56,73.08,0.01368363
12:20:28.226,NFLX,111.08,215.87,181.45,1,Done,JPY,b,181.45,104.79,0.009542895
12:20:46.984,APPL,236.68,277.12,184.08,10,On_hold,INR,b,1840.8,40.44,0.2472799
12:21:14.157,MSFT,115.45,186.08,278.01,10,Expired,JPY,b,2780.1,70.63,0.1415829
12:21:38.311,APPL,187.71,176.79,151.51,7,Accepted,USD,b,1060.57,10.92,0.6410256
12:21:48.079,BABA,42.15,79.25,141.23,1,Expired,GBP,s,141.23,37.1,0.02695418
12:21:49.406,GOOGL,273.21,271.69,101.15,5,On_hold,JPY,s,505.75,1.52,3.289474
12:22:01.588,NFLX,234.49,289.02,160.13,6,Dealer_Rejected,USD,b,960.78,54.53,0.1100312
12:22:08.088,MSFT,142,284.74,165.83,13,Cancelled,INR,s,2155.79,142.74,0.09107468
12:22:46.549,TSLA,133.1,242.23,225.34,13,Customer_Rejected,JPY,s,2929.42,109.13,0.119124
12:24:04.946,META,38.2,197.19,261.78,6,Customer_Rejected,USD,s,1570.68,158.99,0.03773822
12:24:24.744,BABA,42.05,164.04,119.15,7,Customer_Rejected,EUR,s,834.05,121.99,0.05738175
12:24:34.285,TSLA,188.46,78.01,49.88,4,Dealer_Timeout,USD,b,199.52,110.45,0.03621548
12:24:52.030,APPL,72.05,241.69,37.06,5,Pending_Approval,INR,s,185.3,169.64,0.02947418
12:25:20.897,BABA,225.13,225.11,158.19,11,Expired,USD,b,1740.09,0.02,550
12:25:27.117,V,173.37,298.99,260.97,13,Dealer_Timeout,JPY,b,3392.61,125.62,0.1034867
12:25:35.039,BABA,227.09,268.61,96.37,12,Customer_Rejected,EUR,s,1156.44,41.52,0.2890173
12:25:41.693,APPL,220.75,175.85,81.23,6,Done,INR,b,487.38,44.9,0.1336303
12:26:38.770,NFLX,128.46,253.67,195.7,12,Accepted,GBP,s,2348.4,125.21,0.09583899
12:26:44.817,NFLX,237.17,138.89,93.22,4,On_hold,USD,s,372.88,98.28,0.04070004
12:27:16.488,META,247.99,86.47,144.58,12,Accepted,JPY,b,1734.96,161.52,0.07429421
12:27:18.906,BABA,117.37,104.91,104.46,9,Cancelled,JPY,s,940.14,12.46,0.7223114
12:28:22.778,V,150.01,255.53,180.29,8,Customer_Timeout,USD,s,1442.32,105.52,0.07581501
12:28:29.907,MSFT,139.02,160.04,296.19,11,Customer_Timeout,USD,s,3258.09,21.02,0.5233111
12:28:44.162,NFLX,265.37,299.84,292.92,1,Dealer_Rejected,GBP,b,292.92,34.47,0.02901073
12:28:58.871,TSLA,257.89,78.51,40.72,5,Dealer_Rejected,JPY,s,203.6,179.38,0.02787379
12:29:27.516,META,272.71,117.02,245.7,14,Done,INR,s,3439.8,155.69,0.08992228
12:29:54.508,TSLA,59.21,180.46,170.45,1,Accepted,GBP,s,170.45,121.25,0.008247423
12:29:59.675,META,245.52,117.31,208.86,11,Partially_Done,EUR,b,2297.46,128.21,0.08579674
